REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
BRONG AHAFO,TANO NORTH,2008,YAM,256.00,10.50,2688.00
BRONG AHAFO,TANO SOUTH,2008,YAM,606.00,10.48,6350.88
BRONG AHAFO,SENE,2008,YAM,21902.00,18.80,411757.60
BRONG AHAFO,NKORANZA,2008,YAM,7798.00,16.92,131942.16
BRONG AHAFO,TECHIMAN MUNICIPAL,2008,YAM,12250.00,19.10,233975.00
BRONG AHAFO,ASUNAFO NORTH,2008,YAM,85.00,12.20,1037.00
BRONG AHAFO,ASUNAFO SOUTH,2008,YAM,95.00,12.30,1168.50
BRONG AHAFO,JAMAN NORTH,2008,YAM,8310.00,14.80,122988.00
BRONG AHAFO,JAMAN SOUTH,2008,YAM,10690.00,14.10,150729.00
BRONG AHAFO,KINTAMPO NORTH,2008,YAM,8212.00,18.10,148637.20
BRONG AHAFO,KINTAMPO SOUTH,2008,YAM,7588.00,18.42,139770.96
BRONG AHAFO,ATEBUBU -AMANTIN,2008,YAM,9010.00,15.20,136952.00
BRONG AHAFO,PRU,2008,YAM,12910.00,15.30,197523.00
BRONG AHAFO,TAIN,2008,YAM,7205.00,14.40,103752.00
UPPER EAST,BUILSA,2008,MAIZE,1438.00,1.54,2214.52
UPPER EAST,KASINA-NANKANA,2008,MAIZE,3270.00,1.67,5460.90
UPPER EAST,BOLGATANGA MUNICIPAL,2008,MAIZE,1720.00,1.88,3233.60
UPPER EAST,BAWKU MUNICIPAL,2008,MAIZE,6360.00,1.60,10176.00
UPPER EAST,BAWKU WEST,2008,MAIZE,3530.00,1.41,4977.30
UPPER EAST,BONGO,2008,MAIZE,68.00,1.32,89.76
UPPER EAST,GARU TEMPANE,2008,MAIZE,3613.00,1.60,5780.80
UPPER EAST,TALENSI NABDAM,2008,MAIZE,3764.00,1.68,6323.52
UPPER EAST,BUILSA,2008,RICE,3072.00,3.90,11980.80
UPPER EAST,KASINA-NANKANA,2008,RICE,3740.00,4.29,16044.60
UPPER EAST,BOLGATANGA MUNICIPAL,2008,RICE,3648.00,3.33,12147.84
UPPER EAST,BAWKU MUNICIPAL,2008,RICE,3943.00,2.90,11434.70
UPPER EAST,BAWKU WEST,2008,RICE,4804.00,2.91,13979.64
UPPER EAST,BONGO,2008,RICE,1143.00,2.42,2766.06
UPPER EAST,GARU TEMPANE,2008,RICE,3190.00,2.62,8357.80
UPPER EAST,TALENSI NABDAM,2008,RICE,3394.00,2.86,9706.84
UPPER EAST,BUILSA,2008,SOYABEAN,417.00,1.02,425.34
UPPER EAST,BOLGATANGA MUNICIPAL,2008,SOYABEAN,5.00,1.12,5.60
UPPER EAST,BAWKU MUNICIPAL,2008,SOYABEAN,5663.00,1.20,6795.60
UPPER EAST,BAWKU WEST,2008,SOYABEAN,2922.00,0.72,2103.84
UPPER EAST,GARU TEMPANE,2008,SOYABEAN,3646.00,0.84,3062.64
UPPER EAST,TALENSI NABDAM,2008,SOYABEAN,864.00,0.86,743.04
UPPER WEST,WA WEST,2008,MAIZE,3117.00,1.69,5267.73
UPPER WEST,WA EAST,2008,MAIZE,5295.00,1.41,7465.95
UPPER WEST,WA MUNICIPAL,2008,MAIZE,4764.00,1.44,6860.16
UPPER WEST,LAWRA,2008,MAIZE,3149.00,0.63,1983.87
UPPER WEST,SISSALA EAST,2008,MAIZE,6800.00,1.70,11560.00
UPPER WEST,SISSALA WEST,2008,MAIZE,4800.00,1.69,8112.00
UPPER WEST,JIRAPA-LAMBUSSIE,2008,MAIZE,2717.00,1.56,4238.52
UPPER WEST,NADOWLI,2008,MAIZE,7796.00,1.25,9745.00
UPPER WEST,WA WEST,2008,RICE,1456.00,2.31,3363.36
UPPER WEST,WA EAST,2008,RICE,482.00,1.53,737.46
UPPER WEST,WA MUNICIPAL,2008,RICE,364.00,1.55,564.20
UPPER WEST,SISSALA EAST,2008,RICE,159.00,1.43,227.37
UPPER WEST,SISSALA WEST,2008,RICE,224.00,1.05,235.20
UPPER WEST,JIRAPA-LAMBUSSIE,2008,RICE,825.00,1.20,990.00
UPPER WEST,NADOWLI,2008,RICE,235.00,0.95,223.25
UPPER WEST,WA WEST,2008,YAM,3185.00,10.50,33442.50
UPPER WEST,WA EAST,2008,YAM,2359.00,11.52,27175.68
UPPER WEST,WA MUNICIPAL,2008,YAM,2529.00,24.12,60999.48
UPPER WEST,SISSALA EAST,2008,YAM,4015.00,16.19,65002.85
UPPER WEST,SISSALA WEST,2008,YAM,2457.00,15.81,38845.17
UPPER WEST,JIRAPA-LAMBUSSIE,2008,YAM,917.00,12.33,11306.61
UPPER WEST,NADOWLI,2008,YAM,4970.00,14.60,72562.00
UPPER WEST,WA WEST,2008,SOYABEAN,4147.00,0.85,3524.95
UPPER WEST,WA EAST,2008,SOYABEAN,4115.00,0.95,3909.25
UPPER WEST,WA MUNICIPAL,2008,SOYABEAN,4211.00,0.95,4000.45
UPPER WEST,LAWRA,2008,SOYABEAN,165.00,0.89,146.85
UPPER WEST,SISSALA EAST,2008,SOYABEAN,148.00,0.98,145.04
UPPER WEST,SISSALA WEST,2008,SOYABEAN,158.00,0.80,126.40
UPPER WEST,JIRAPA-LAMBUSSIE,2008,SOYABEAN,255.00,0.78,198.90
UPPER WEST,NADOWLI,2008,SOYABEAN,684.00,1.10,752.40
WESTERN,SHAMA AHANTA EAST,2008,COCOYAM,66.00,3.90,257.40
WESTERN,WEST AHANTA,2008,COCOYAM,194.00,4.41,855.54
WESTERN,MPORHOR WASSA EAST,2008,COCOYAM,1568.00,4.62,7244.16
WESTERN,WASSA WEST,2008,COCOYAM,622.00,4.84,3010.48
WESTERN,EAST NZEMA,2008,COCOYAM,131.00,4.38,573.78
WESTERN,JOMORO,2008,COCOYAM,99.00,3.50,346.50
WESTERN,AMENFI EAST,2008,COCOYAM,1283.00,5.89,7556.87
WESTERN,AMENFI  WEST (WASSA AMENFI),2008,COCOYAM,990.00,6.00,5940.00
WESTERN,AOWIN -SUAMAN,2008,COCOYAM,6103.00,6.00,36618.00
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2008,COCOYAM,8027.00,5.90,47359.30
WESTERN,SEFWI-WIAWSO,2008,COCOYAM,11025.00,6.20,68355.00
WESTERN,BIA,2008,COCOYAM,5108.00,6.39,32640.12
WESTERN,JUABESO,2008,COCOYAM,6712.00,6.40,42956.80
WESTERN,SHAMA AHANTA EAST,2008,PLANTAIN,306.00,9.10,2784.60
WESTERN,WEST AHANTA,2008,PLANTAIN,308.00,5.90,1817.20
WESTERN,MPORHOR WASSA EAST,2008,PLANTAIN,1722.00,9.10,15670.20
WESTERN,WASSA WEST,2008,PLANTAIN,1217.00,7.30,8884.10
WESTERN,EAST NZEMA,2008,PLANTAIN,326.00,10.00,3260.00
WESTERN,JOMORO,2008,PLANTAIN,309.00,10.50,3244.50
WESTERN,AMENFI EAST,2008,PLANTAIN,4913.00,10.60,52077.80
WESTERN,AMENFI  WEST (WASSA AMENFI),2008,PLANTAIN,4690.00,9.90,46431.00
WESTERN,AOWIN -SUAMAN,2008,PLANTAIN,8376.00,10.60,88785.60
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2008,PLANTAIN,9340.00,10.20,95268.00
WESTERN,SEFWI-WIAWSO,2008,PLANTAIN,11391.00,9.60,109353.60
WESTERN,BIA,2008,PLANTAIN,6350.00,9.80,62230.00
WESTERN,JUABESO,2008,PLANTAIN,6967.00,9.80,68276.60
CENTRAL,UPPER DENKYIRA,2008,COCOYAM,5606.70,7.22,40502.80
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2008,COCOYAM,2035.00,0.20,407.00
CENTRAL,ASSIN SOUTH,2008,COCOYAM,1320.00,4.40,5808.00
CENTRAL,ASSIN NORTH,2008,COCOYAM,2211.00,4.62,10214.82
CENTRAL,ABURA-ASEBU-KWAMANKESE,2008,COCOYAM,825.00,4.52,3724.88
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2008,COCOYAM,16.50,4.30,70.95
CENTRAL,AJUMAKO-ENYAN-ESIAM,2008,COCOYAM,1320.00,5.00,6600.00
CENTRAL,CAPE COAST,2008,COCOYAM,544.00,4.25,2312.00
CENTRAL,AGONA,2008,COCOYAM,3052.50,7.25,22130.63
CENTRAL,UPPER DENKYIRA,2008,PLANTAIN,5800.30,9.11,52858.13
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2008,PLANTAIN,1820.50,12.10,22028.05
CENTRAL,ASSIN SOUTH,2008,PLANTAIN,1360.00,8.70,11832.00
CENTRAL,ASSIN NORTH,2008,PLANTAIN,1716.00,6.09,10450.44
CENTRAL,ABURA-ASEBU-KWAMANKESE,2008,PLANTAIN,1111.00,5.36,5949.41
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2008,PLANTAIN,347.60,8.50,2954.60
CENTRAL,MFANTSIMAN,2008,PLANTAIN,302.45,4.12,1246.09
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2008,PLANTAIN,443.30,5.80,2571.14
CENTRAL,AJUMAKO-ENYAN-ESIAM,2008,PLANTAIN,478.50,10.81,5172.59
CENTRAL,GOMOA,2008,PLANTAIN,57.00,7.20,410.40
CENTRAL,CAPE COAST,2008,PLANTAIN,137.00,7.40,1013.80
CENTRAL,AGONA,2008,PLANTAIN,2917.20,14.18,41351.31
EASTERN,BIRIM SOUTH,2008,COCOYAM,7000.00,10.00,70000.00
EASTERN,WEST AKIM,2008,COCOYAM,7800.00,7.50,58500.00
EASTERN,SUHUM KRABOA COALTAR,2008,COCOYAM,2200.00,10.20,22440.00
EASTERN,AKUAPIM SOUTH,2008,COCOYAM,900.00,5.00,4500.00
EASTERN,AKUAPIM NORTH,2008,COCOYAM,990.00,9.40,9306.00
EASTERN,NEW JUABEN,2008,COCOYAM,920.00,7.40,6808.00
EASTERN,YILO KROBO,2008,COCOYAM,1100.00,6.90,7590.00
EASTERN,EAST AKIM,2008,COCOYAM,2200.00,10.00,22000.00
EASTERN,ATIWA,2008,COCOYAM,5612.00,7.70,43212.40
EASTERN,KWAEBIBIREM,2008,COCOYAM,5600.00,8.60,48160.00
EASTERN,BIRIM NORTH,2008,COCOYAM,2100.00,7.80,16380.00
EASTERN,KWAHU WEST,2008,COCOYAM,1056.00,7.00,7392.00
EASTERN,KWAHU WEST,2008,COCOYAM,1300.00,7.50,9750.00
EASTERN,FANTEAKWA,2008,COCOYAM,9200.00,8.00,73600.00
EASTERN,AFRAM PLAINS,2008,COCOYAM,500.00,5.00,2500.00
EASTERN,ASUOGYAMAN,2008,COCOYAM,450.00,7.70,3465.00
EASTERN,MANYA KROBO,2008,COCOYAM,400.00,8.00,3200.00
EASTERN,BIRIM SOUTH,2008,PLANTAIN,9400.00,10.00,94000.00
EASTERN,WEST AKIM,2008,PLANTAIN,9013.00,7.90,71202.70
EASTERN,SUHUM KRABOA COALTAR,2008,PLANTAIN,10100.00,9.30,93930.00
EASTERN,AKUAPIM SOUTH,2008,PLANTAIN,2100.00,10.00,21000.00
EASTERN,AKUAPIM NORTH,2008,PLANTAIN,1500.00,9.60,14400.00
EASTERN,NEW JUABEN,2008,PLANTAIN,743.00,10.60,7875.80
EASTERN,YILO KROBO,2008,PLANTAIN,700.00,8.90,6230.00
EASTERN,EAST AKIM,2008,PLANTAIN,3800.00,10.00,38000.00
EASTERN,ATIWA,2008,PLANTAIN,6947.00,9.40,65301.80
EASTERN,KWAEBIBIREM,2008,PLANTAIN,6500.00,10.60,68900.00
EASTERN,BIRIM NORTH,2008,PLANTAIN,6000.00,10.80,64800.00
EASTERN,KWAHU WEST,2008,PLANTAIN,2100.00,10.40,21840.00
EASTERN,KWAHU WEST,2008,PLANTAIN,4500.00,8.30,37350.00
EASTERN,FANTEAKWA,2008,PLANTAIN,13400.00,10.00,134000.00
EASTERN,AFRAM PLAINS,2008,PLANTAIN,700.00,8.00,5600.00
EASTERN,ASUOGYAMAN,2008,PLANTAIN,1453.00,9.60,13948.80
EASTERN,MANYA KROBO,2008,PLANTAIN,700.00,9.00,6300.00
VOLTA,NORTH DAYI (KPANDO),2008,COCOYAM,95.00,5.50,522.50
VOLTA,SOUTH DAYI,2008,COCOYAM,110.00,4.50,495.00
VOLTA,HOHOE MUNICIPAL,2008,COCOYAM,250.00,3.00,750.00
VOLTA,JASIKAN,2008,COCOYAM,2030.00,9.50,19285.00
VOLTA,KADJEBI,2008,COCOYAM,2205.00,7.00,15435.00
VOLTA,NKWANTA,2008,COCOYAM,831.00,5.00,4155.00
VOLTA,KRACHI WEST,2008,COCOYAM,70.00,3.00,210.00
VOLTA,KRACHI EAST,2008,COCOYAM,100.00,4.00,400.00
VOLTA,HO MUNICIPAL,2008,COCOYAM,440.00,3.50,1540.00
VOLTA,ADAKLU ANYIGBE,2008,COCOYAM,20.00,4.50,90.00
VOLTA,NORTH DAYI (KPANDO),2008,PLANTAIN,193.00,5.60,1080.80
VOLTA,SOUTH DAYI,2008,PLANTAIN,150.00,6.00,900.00
VOLTA,HOHOE MUNICIPAL,2008,PLANTAIN,806.00,5.50,4433.00
VOLTA,JASIKAN,2008,PLANTAIN,3350.00,8.50,28475.00
VOLTA,KADJEBI,2008,PLANTAIN,2426.00,6.90,16739.40
VOLTA,NKWANTA,2008,PLANTAIN,500.00,7.00,3500.00
VOLTA,KRACHI WEST,2008,PLANTAIN,120.00,5.60,672.00
VOLTA,KRACHI EAST,2008,PLANTAIN,200.00,5.00,1000.00
VOLTA,HO MUNICIPAL,2008,PLANTAIN,268.00,9.55,2559.40
VOLTA,ADAKLU ANYIGBE,2008,PLANTAIN,15.00,5.14,77.10
VOLTA,NKWANTA,2008,SORGHUM,600.00,1.40,840.00
VOLTA,KRACHI WEST,2008,SORGHUM,2500.00,1.10,2750.00
VOLTA,KRACHI EAST,2008,SORGHUM,1220.00,1.10,1342.00
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2008,COCOYAM,9580.00,5.67,54318.60
ASHANTI,AMANSIE CENTRAL,2008,COCOYAM,2060.00,7.73,15923.80
ASHANTI,AMANSIE WEST,2008,COCOYAM,1485.00,7.45,11063.25
ASHANTI,EJURA SEKYEREDUMASE,2008,COCOYAM,85.00,4.61,391.85
ASHANTI,SEKYERE WEST ,2008,COCOYAM,2720.00,6.74,18332.80
ASHANTI,SEKYERE EAST,2008,COCOYAM,4415.00,6.80,30022.00
ASHANTI,AFIGYA SEKYERE,2008,COCOYAM,4650.00,6.90,32085.00
ASHANTI,AHAFO ANO NORTH,2008,COCOYAM,2860.00,7.00,20020.00
ASHANTI,AHAFO ANO SOUTH,2008,COCOYAM,11850.00,6.90,81765.00
ASHANTI,ATWIMA MPONUA,2008,COCOYAM,7565.00,5.79,43801.35
ASHANTI,ATWIMA NWABIAGYA,2008,COCOYAM,6545.00,5.77,37764.65
ASHANTI,EJUSU JUABEN,2008,COCOYAM,2988.00,6.95,20766.60
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2008,COCOYAM,1284.00,7.11,9129.24
ASHANTI,KWABRE ,2008,COCOYAM,3756.00,6.73,25277.88
ASHANTI,OFFINSO,2008,COCOYAM,1961.00,5.97,11707.17
ASHANTI,ADANSI NORTH,2008,COCOYAM,1402.00,5.73,8033.46
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2008,COCOYAM,658.00,6.39,4204.62
ASHANTI,ADANSI  SOUTH,2008,COCOYAM,3117.00,6.82,21257.94
ASHANTI,ASANTE AKIM NORTH,2008,COCOYAM,1756.00,7.53,13222.68
ASHANTI,ASANTE AKIM SOUTH,2008,COCOYAM,11616.00,5.15,59822.40
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2008,COCOYAM,18.00,5.77,103.86
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2008,PLANTAIN,6450.00,9.93,64048.50
ASHANTI,AMANSIE CENTRAL,2008,PLANTAIN,4300.00,8.88,38184.00
ASHANTI,AMANSIE WEST,2008,PLANTAIN,3015.00,9.82,29607.30
ASHANTI,EJURA SEKYEREDUMASE,2008,PLANTAIN,785.00,8.84,6939.40
ASHANTI,SEKYERE WEST ,2008,PLANTAIN,3620.00,10.97,39711.40
ASHANTI,SEKYERE EAST,2008,PLANTAIN,3200.00,11.91,38112.00
ASHANTI,AFIGYA SEKYERE,2008,PLANTAIN,5285.00,8.92,47142.20
ASHANTI,AHAFO ANO NORTH,2008,PLANTAIN,6410.00,10.61,68010.10
ASHANTI,AHAFO ANO SOUTH,2008,PLANTAIN,7005.00,9.93,69559.65
ASHANTI,ATWIMA MPONUA,2008,PLANTAIN,6120.00,9.88,60465.60
ASHANTI,ATWIMA NWABIAGYA,2008,PLANTAIN,7250.00,9.96,72210.00
ASHANTI,EJUSU JUABEN,2008,PLANTAIN,3330.00,10.08,33566.40
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2008,PLANTAIN,3200.00,9.92,31744.00
ASHANTI,KWABRE ,2008,PLANTAIN,2400.00,10.66,25584.00
ASHANTI,OFFINSO,2008,PLANTAIN,5800.00,10.71,62118.00
ASHANTI,ADANSI NORTH,2008,PLANTAIN,4005.00,10.12,40530.60
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2008,PLANTAIN,1050.00,8.67,9103.50
ASHANTI,ADANSI  SOUTH,2008,PLANTAIN,3314.00,10.66,35327.24
ASHANTI,ASANTE AKIM NORTH,2008,PLANTAIN,3595.00,10.55,37927.25
ASHANTI,ASANTE AKIM SOUTH,2008,PLANTAIN,8145.00,11.81,96192.45
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2008,PLANTAIN,1008.00,9.35,9424.80
ASHANTI,EJURA SEKYEREDUMASE,2008,GROUNDNUT,43562.00,1.45,63164.90
BRONG AHAFO, SUNYANI MUNICIPAL ,2008,COCOYAM,2230.00,5.19,11573.70
BRONG AHAFO,ASUTIFI,2008,COCOYAM,13298.00,7.30,97075.40
BRONG AHAFO, WENCHI MUNICIPAL ,2008,COCOYAM,2585.00,5.32,13752.20
BRONG AHAFO,DORMA AHENKRO,2008,COCOYAM,4916.00,5.00,24580.00
BRONG AHAFO,BEREKUM,2008,COCOYAM,4885.00,6.70,32729.50
BRONG AHAFO,TANO NORTH,2008,COCOYAM,2171.00,6.90,14979.90
BRONG AHAFO,TANO SOUTH,2008,COCOYAM,2520.00,6.35,16002.00
BRONG AHAFO,NKORANZA,2008,COCOYAM,708.00,5.00,3540.00
BRONG AHAFO,TECHIMAN MUNICIPAL,2008,COCOYAM,3248.00,7.10,23060.80
BRONG AHAFO,ASUNAFO NORTH,2008,COCOYAM,3885.00,7.40,28749.00
BRONG AHAFO,ASUNAFO SOUTH,2008,COCOYAM,10250.00,7.40,75850.00
BRONG AHAFO,JAMAN NORTH,2008,COCOYAM,1095.00,6.80,7446.00
BRONG AHAFO,JAMAN SOUTH,2008,COCOYAM,2580.00,6.90,17802.00
BRONG AHAFO,KINTAMPO NORTH,2008,COCOYAM,289.00,6.50,1878.50
BRONG AHAFO,KINTAMPO SOUTH,2008,COCOYAM,483.00,6.48,3129.84
BRONG AHAFO, SUNYANI MUNICIPAL ,2008,PLANTAIN,3724.00,11.00,40964.00
BRONG AHAFO,ASUTIFI,2008,PLANTAIN,16925.00,15.60,264030.00
BRONG AHAFO, WENCHI MUNICIPAL ,2008,PLANTAIN,988.00,7.60,7508.80
BRONG AHAFO,DORMA AHENKRO,2008,PLANTAIN,2808.00,9.70,27237.60
BRONG AHAFO,BEREKUM,2008,PLANTAIN,2485.00,9.90,24601.50
BRONG AHAFO,TANO NORTH,2008,PLANTAIN,3544.00,11.60,41110.40
BRONG AHAFO,TANO SOUTH,2008,PLANTAIN,3650.00,11.50,41975.00
BRONG AHAFO,NKORANZA,2008,PLANTAIN,492.00,7.10,3493.20
BRONG AHAFO,TECHIMAN MUNICIPAL,2008,PLANTAIN,7682.00,10.40,79892.80
BRONG AHAFO,ASUNAFO NORTH,2008,PLANTAIN,7785.00,18.60,144801.00
BRONG AHAFO,ASUNAFO SOUTH,2008,PLANTAIN,10465.00,18.60,194649.00
BRONG AHAFO,JAMAN NORTH,2008,PLANTAIN,592.00,7.50,4440.00
BRONG AHAFO,JAMAN SOUTH,2008,PLANTAIN,920.00,7.50,6900.00
BRONG AHAFO,KINTAMPO NORTH,2008,PLANTAIN,32.00,7.50,240.00
BRONG AHAFO,KINTAMPO SOUTH,2008,PLANTAIN,45.00,6.70,301.50
UPPER EAST,BUILSA,2008,MILLET,3511.00,1.30,4564.30
UPPER EAST,KASINA-NANKANA,2008,MILLET,8238.00,1.26,10379.88
UPPER EAST,BOLGATANGA MUNICIPAL,2008,MILLET,3648.00,1.24,4523.52
UPPER EAST,BAWKU MUNICIPAL,2008,MILLET,7604.00,1.10,8364.40
UPPER EAST,BAWKU WEST,2008,MILLET,23018.00,1.18,27161.24
UPPER EAST,BONGO,2008,MILLET,4685.00,0.96,4497.60
UPPER EAST,GARU TEMPANE,2008,MILLET,11433.00,0.49,5602.17
UPPER EAST,TALENSI NABDAM,2008,MILLET,3205.00,1.02,3269.10
UPPER EAST,BUILSA,2008,SORGHUM,19232.00,1.30,25001.60
UPPER EAST,KASINA-NANKANA,2008,SORGHUM,11694.00,1.32,15436.08
UPPER EAST,BOLGATANGA MUNICIPAL,2008,SORGHUM,13094.00,1.95,25533.30
UPPER EAST,BAWKU MUNICIPAL,2008,SORGHUM,10810.00,1.20,12972.00
UPPER EAST,BAWKU WEST,2008,SORGHUM,13674.00,1.34,18323.16
UPPER EAST,BONGO,2008,SORGHUM,10518.00,1.06,11149.08
UPPER EAST,GARU TEMPANE,2008,SORGHUM,9714.00,0.77,7479.78
UPPER EAST,TALENSI NABDAM,2008,SORGHUM,7866.00,1.18,9281.88
UPPER EAST,BUILSA,2008,GROUNDNUT,9636.00,1.26,12141.36
UPPER EAST,KASINA-NANKANA,2008,GROUNDNUT,11977.00,1.48,17725.96
UPPER EAST,BOLGATANGA MUNICIPAL,2008,GROUNDNUT,11310.00,1.43,16173.30
UPPER EAST,BAWKU MUNICIPAL,2008,GROUNDNUT,10140.00,1.30,13182.00
UPPER EAST,BAWKU WEST,2008,GROUNDNUT,8808.00,0.91,8015.28
UPPER EAST,BONGO,2008,GROUNDNUT,7200.00,1.04,7488.00
UPPER EAST,GARU TEMPANE,2008,GROUNDNUT,10152.00,1.01,10253.52
UPPER EAST,TALENSI NABDAM,2008,GROUNDNUT,3927.00,1.23,4830.21
UPPER EAST,BUILSA,2008,COWPEA,6174.00,1.80,11113.20
UPPER EAST,KASINA-NANKANA,2008,COWPEA,2070.00,1.20,2484.00
UPPER EAST,BOLGATANGA MUNICIPAL,2008,COWPEA,4421.00,1.01,4465.21
UPPER EAST,BAWKU MUNICIPAL,2008,COWPEA,11020.00,1.15,12673.00
UPPER EAST,BAWKU WEST,2008,COWPEA,8235.00,0.82,6752.70
UPPER EAST,BONGO,2008,COWPEA,9456.00,0.68,6430.08
UPPER EAST,GARU TEMPANE,2008,COWPEA,2672.00,0.98,2618.56
UPPER EAST,TALENSI NABDAM,2008,COWPEA,2859.00,0.74,2115.66
UPPER WEST,WA WEST,2008,MILLET,7083.00,0.63,4462.29
UPPER WEST,WA EAST,2008,MILLET,6025.00,0.57,3434.25
UPPER WEST,WA MUNICIPAL,2008,MILLET,7264.00,1.58,11477.12
UPPER WEST,LAWRA,2008,MILLET,12413.00,0.60,7447.80
UPPER WEST,SISSALA EAST,2008,MILLET,4538.00,1.49,6761.62
UPPER WEST,SISSALA WEST,2008,MILLET,4699.00,0.87,4088.13
UPPER WEST,JIRAPA-LAMBUSSIE,2008,MILLET,11453.00,1.10,12598.30
UPPER WEST,NADOWLI,2008,MILLET,10106.00,0.90,9095.40
UPPER WEST,WA WEST,2008,SORGHUM,4579.00,1.20,5494.80
UPPER WEST,WA EAST,2008,SORGHUM,3310.00,1.02,3376.20
UPPER WEST,WA MUNICIPAL,2008,SORGHUM,5156.00,1.50,7734.00
UPPER WEST,LAWRA,2008,SORGHUM,52221.00,0.90,46998.90
UPPER WEST,SISSALA EAST,2008,SORGHUM,902.00,1.43,1289.86
UPPER WEST,SISSALA WEST,2008,SORGHUM,7100.00,1.05,7455.00
UPPER WEST,JIRAPA-LAMBUSSIE,2008,SORGHUM,11826.00,1.10,13008.60
UPPER WEST,NADOWLI,2008,SORGHUM,15159.00,1.10,16674.90
UPPER WEST,WA WEST,2008,GROUNDNUT,17311.00,1.05,18176.55
UPPER WEST,WA EAST,2008,GROUNDNUT,11792.00,1.00,11792.00
UPPER WEST,WA MUNICIPAL,2008,GROUNDNUT,13693.00,1.55,21224.15
UPPER WEST,LAWRA,2008,GROUNDNUT,13403.00,1.30,17423.90
UPPER WEST,SISSALA EAST,2008,GROUNDNUT,10488.00,1.40,14683.20
UPPER WEST,SISSALA WEST,2008,GROUNDNUT,6314.00,1.67,10544.38
UPPER WEST,JIRAPA-LAMBUSSIE,2008,GROUNDNUT,21252.00,1.40,29752.80
UPPER WEST,NADOWLI,2008,GROUNDNUT,28743.00,1.60,45988.80
UPPER WEST,WA WEST,2008,COWPEA,4153.00,0.80,3322.40
UPPER WEST,WA EAST,2008,COWPEA,4262.00,0.90,3835.80
UPPER WEST,WA MUNICIPAL,2008,COWPEA,2864.00,1.18,3379.52
UPPER WEST,LAWRA,2008,COWPEA,2966.00,0.90,2669.40
UPPER WEST,SISSALA EAST,2008,COWPEA,6340.00,1.14,7227.60
UPPER WEST,SISSALA WEST,2008,COWPEA,7090.00,1.10,7799.00
UPPER WEST,JIRAPA-LAMBUSSIE,2008,COWPEA,12712.00,1.26,16017.12
UPPER WEST,NADOWLI,2008,COWPEA,20898.00,1.24,25913.52
WESTERN,SHAMA AHANTA EAST,2009,MAIZE,1100.00,1.15,1270.00
WESTERN,WEST AHANTA,2009,MAIZE,1450.00,1.19,1725.50
WESTERN,MPORHOR WASSA EAST,2009,MAIZE,2040.00,1.32,2692.80
WESTERN,WASSA WEST,2009,MAIZE,2210.00,1.20,2652.00
WESTERN,EAST NZEMA,2009,MAIZE,1560.00,1.38,2152.80
WESTERN,JOMORO,2009,MAIZE,930.00,1.30,1209.00
WESTERN,AMENFI EAST,2009,MAIZE,5870.00,1.39,8159.30
WESTERN,AMENFI  WEST (WASSA AMENFI),2009,MAIZE,5530.00,1.40,7742.00
WESTERN,AOWIN -SUAMAN,2009,MAIZE,9200.00,1.50,13800.00
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2009,MAIZE,5330.00,1.42,7568.60
WESTERN,SEFWI-WIAWSO,2009,MAIZE,7190.00,1.49,10713.10
WESTERN,BIA,2009,MAIZE,5670.00,1.53,8675.10
WESTERN,JUABESO,2009,MAIZE,7060.00,1.51,10660.60
WESTERN,SHAMA AHANTA EAST,2009,RICE,110.00,1.18,130.00
WESTERN,WEST AHANTA,2009,RICE,100.00,1.19,119.00
WESTERN,MPORHOR WASSA EAST,2009,RICE,100.00,1.20,120.00
WESTERN,WASSA WEST,2009,RICE,1410.00,1.18,1663.80
WESTERN,EAST NZEMA,2009,RICE,600.00,1.38,828.00
WESTERN,JOMORO,2009,RICE,970.00,1.20,1164.00
WESTERN,AMENFI EAST,2009,RICE,1180.00,1.21,1427.80
WESTERN,AMENFI  WEST (WASSA AMENFI),2009,RICE,1340.00,1.33,1782.20
WESTERN,AOWIN -SUAMAN,2009,RICE,1730.00,1.42,2456.60
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2009,RICE,1510.00,1.16,1751.60
WESTERN,SEFWI-WIAWSO,2009,RICE,2460.00,1.35,3321.00
WESTERN,BIA,2009,RICE,1860.00,1.25,2325.00
WESTERN,JUABESO,2009,RICE,1910.00,1.58,3017.80
WESTERN,SHAMA AHANTA EAST,2009,CASSAVA,2430.00,7.80,18960.00
