REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT),TOTAL RAINFALL(MM),,
ASHANTI,AMANSIE WEST,1/1/2008,YAM,850,8.91,"7,573.50",1412,,
ASHANTI,EJURA SEKYEREDUMASE,1/1/2008,YAM,"9,680.00",14.68,"142,102.40",1412,,
ASHANTI,SEKYERE WEST ,1/1/2008,YAM,"6,690.00",12.51,"83,691.90",1412,,
ASHANTI,SEKYERE EAST,1/1/2008,YAM,"3,125.00",11.95,"37,343.75",1412,,
ASHANTI,AFIGYA SEKYERE,1/1/2008,YAM,"2,155.00",11.69,"25,191.95",1412,,
ASHANTI,AHAFO ANO NORTH,1/1/2008,YAM,790,10.51,"8,302.90",1412,,
ASHANTI,AHAFO ANO SOUTH,1/1/2008,YAM,444,10.73,"4,764.12",1412,,
ASHANTI,ATWIMA MPONUA,1/1/2008,YAM,460,11.85,"5,451.00",1412,,
ASHANTI,ATWIMA NWABIAGYA,1/1/2008,YAM,"1,240.00",9.79,"12,139.60",1412,,
ASHANTI,EJUSU JUABEN,1/1/2008,YAM,360,10.56,"3,801.60",1412,,
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,1/1/2008,YAM,655,10.09,"6,608.95",1412,,
ASHANTI,KWABRE ,1/1/2008,YAM,202,8.34,"1,684.68",1412,,
ASHANTI,OFFINSO,1/1/2008,YAM,988,11.85,"11,707.80",1412,,
ASHANTI,ADANSI NORTH,1/1/2008,YAM,570,9.48,"5,403.60",1412,,
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),1/1/2008,YAM,405,9.06,"3,669.30",1412,,
ASHANTI,ADANSI  SOUTH,1/1/2008,YAM,760,9.79,"7,440.40",1412,,
ASHANTI,ASANTE AKIM NORTH,1/1/2008,YAM,780,10.66,"8,314.80",1412,,
ASHANTI,ASANTE AKIM SOUTH,1/1/2008,YAM,265,10.3,"2,729.50",1412,,
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,1/1/2008,YAM,20,8.76,175.2,1412,,
BRONG AHAFO, SUNYANI MUNICIPAL ,1/1/2008,MAIZE,"31,730.00",1.36,"43,152.80",1366,,
BRONG AHAFO,ASUTIFI,1/1/2008,MAIZE,"6,711.00",1.4,"9,395.40",1366,,
BRONG AHAFO, WENCHI MUNICIPAL ,1/1/2008,MAIZE,"9,200.00",1.38,"12,696.00",1366,,
BRONG AHAFO,DORMA AHENKRO,1/1/2008,MAIZE,"32,850.00",2.2,"72,270.00",1366,,
BRONG AHAFO,BEREKUM,1/1/2008,MAIZE,"7,547.00",1.8,"13,584.60",1366,,
BRONG AHAFO,TANO NORTH,1/1/2008,MAIZE,"3,850.00",2.1,"8,085.00",1366,,
BRONG AHAFO,TANO SOUTH,1/1/2008,MAIZE,"4,500.00",2.1,"9,450.00",1366,,
BRONG AHAFO,SENE,1/1/2008,MAIZE,"5,500.00",1.9,"10,450.00",1366,,
BRONG AHAFO,NKORANZA,1/1/2008,MAIZE,"31,133.00",2.4,"74,719.20",1366,,
BRONG AHAFO,TECHIMAN MUNICIPAL,1/1/2008,MAIZE,"12,500.00",2.2,"27,500.00",1366,,
BRONG AHAFO,ASUNAFO NORTH,1/1/2008,MAIZE,"4,700.00",1.85,"8,695.00",1366,,
BRONG AHAFO,ASUNAFO SOUTH,1/1/2008,MAIZE,"4,750.00",1.95,"9,262.50",1366,,
BRONG AHAFO,JAMAN NORTH,1/1/2008,MAIZE,"3,620.00",2,"7,240.00",1366,,
BRONG AHAFO,JAMAN SOUTH,1/1/2008,MAIZE,"5,927.00",2,"11,854.00",1366,,
BRONG AHAFO,KINTAMPO NORTH,1/1/2008,MAIZE,"22,231.00",2.2,"48,908.20",1366,,
BRONG AHAFO,KINTAMPO SOUTH,1/1/2008,MAIZE,"12,200.00",2,"24,400.00",1366,,
BRONG AHAFO,ATEBUBU -AMANTIN,1/1/2008,MAIZE,"1,300.00",2.1,"2,730.00",1366,,
BRONG AHAFO,PRU,1/1/2008,MAIZE,"2,050.00",2.1,"4,305.00",1366,,
BRONG AHAFO,TAIN,1/1/2008,MAIZE,"2,100.00",1.9,"3,990.00",1366,,
BRONG AHAFO,ASUTIFI,1/1/2008,RICE,152,1.46,221.92,1366,,
BRONG AHAFO,DORMA AHENKRO,1/1/2008,RICE,950,1.1,"1,045.00",1366,,
BRONG AHAFO,TANO NORTH,1/1/2008,RICE,138,1.75,241.5,1366,,
BRONG AHAFO,TANO SOUTH,1/1/2008,RICE,94,1.75,164.5,1366,,
BRONG AHAFO,SENE,1/1/2008,RICE,"1,710.00",1.4,"2,394.00",1366,,
BRONG AHAFO,ASUNAFO NORTH,1/1/2008,RICE,102,1.08,110.16,1366,,
BRONG AHAFO,ASUNAFO SOUTH,1/1/2008,RICE,98,1.08,105.84,1366,,
BRONG AHAFO,KINTAMPO NORTH,1/1/2008,RICE,38,1.5,57,1366,,
BRONG AHAFO,ATEBUBU -AMANTIN,1/1/2008,RICE,190,1.7,323,1366,,
BRONG AHAFO,PRU,1/1/2008,RICE,95,1.55,147.25,1366,,
BRONG AHAFO, SUNYANI MUNICIPAL ,1/1/2008,CASSAVA,"9,350.00",10.6,"99,110.00",1366,,
BRONG AHAFO,ASUTIFI,1/1/2008,CASSAVA,"12,987.00",16.8,"218,181.60",1366,,
BRONG AHAFO, WENCHI MUNICIPAL ,1/1/2008,CASSAVA,"9,693.00",13.6,"131,824.80",1366,,
BRONG AHAFO,DORMA AHENKRO,1/1/2008,CASSAVA,"12,800.00",13.3,"170,240.00",1366,,
BRONG AHAFO,BEREKUM,1/1/2008,CASSAVA,"7,080.00",14.8,"104,784.00",1366,,
BRONG AHAFO,TANO NORTH,1/1/2008,CASSAVA,"3,025.00",16.5,"49,912.50",1366,,
BRONG AHAFO,TANO SOUTH,1/1/2008,CASSAVA,"9,510.00",16.4,"155,964.00",1366,,
BRONG AHAFO,SENE,1/1/2008,CASSAVA,"20,500.00",12.6,"258,300.00",1366,,
BRONG AHAFO,NKORANZA,1/1/2008,CASSAVA,"7,071.00",16.3,"115,257.30",1366,,
BRONG AHAFO,TECHIMAN MUNICIPAL,1/1/2008,CASSAVA,"8,517.00",16.1,"137,123.70",1366,,
BRONG AHAFO,ASUNAFO NORTH,1/1/2008,CASSAVA,"3,870.00",15.1,"58,437.00",1366,,
BRONG AHAFO,ASUNAFO SOUTH,1/1/2008,CASSAVA,"13,848.00",15.2,"210,489.60",1366,,
BRONG AHAFO,JAMAN NORTH,1/1/2008,CASSAVA,"1,533.00",13.36,"20,480.88",1366,,
BRONG AHAFO,JAMAN SOUTH,1/1/2008,CASSAVA,"4,804.00",13.36,"64,181.44",1366,,
BRONG AHAFO,KINTAMPO NORTH,1/1/2008,CASSAVA,"4,860.00",16.8,"81,648.00",1366,,
BRONG AHAFO,KINTAMPO SOUTH,1/1/2008,CASSAVA,"3,800.00",16.9,"64,220.00",1366,,
BRONG AHAFO,ATEBUBU -AMANTIN,1/1/2008,CASSAVA,"21,295.00",12.5,"266,187.50",1366,,
BRONG AHAFO,PRU,1/1/2008,CASSAVA,"13,592.00",12.5,"169,900.00",1366,,
BRONG AHAFO,TAIN,1/1/2008,CASSAVA,"9,212.00",12.3,"113,307.60",1366,,
BRONG AHAFO, SUNYANI MUNICIPAL ,1/1/2008,YAM,320,17.1,"5,472.00",1366,,
BRONG AHAFO,ASUTIFI,1/1/2008,YAM,163,11,"1,793.00",1366,,
BRONG AHAFO, WENCHI MUNICIPAL ,1/1/2008,YAM,"8,847.00",15.7,"138,897.90",1366,,
BRONG AHAFO,DORMA AHENKRO,1/1/2008,YAM,850,13.5,"11,475.00",1366,,
BRONG AHAFO,BEREKUM,1/1/2008,YAM,"1,050.00",11.45,"12,022.50",1366,,
BRONG AHAFO,TANO NORTH,1/1/2008,YAM,256,10.5,"2,688.00",1366,,
BRONG AHAFO,TANO SOUTH,1/1/2008,YAM,606,10.48,"6,350.88",1366,,
BRONG AHAFO,SENE,1/1/2008,YAM,"21,902.00",18.8,"411,757.60",1366,,
BRONG AHAFO,NKORANZA,1/1/2008,YAM,"7,798.00",16.92,"131,942.16",1366,,
BRONG AHAFO,TECHIMAN MUNICIPAL,1/1/2008,YAM,"12,250.00",19.1,"233,975.00",1366,,
BRONG AHAFO,ASUNAFO NORTH,1/1/2008,YAM,85,12.2,"1,037.00",1366,,
BRONG AHAFO,ASUNAFO SOUTH,1/1/2008,YAM,95,12.3,"1,168.50",1366,,
BRONG AHAFO,JAMAN NORTH,1/1/2008,YAM,"8,310.00",14.8,"122,988.00",1366,,
BRONG AHAFO,JAMAN SOUTH,1/1/2008,YAM,"10,690.00",14.1,"150,729.00",1366,,
BRONG AHAFO,KINTAMPO NORTH,1/1/2008,YAM,"8,212.00",18.1,"148,637.20",1366,,
BRONG AHAFO,KINTAMPO SOUTH,1/1/2008,YAM,"7,588.00",18.42,"139,770.96",1366,,
BRONG AHAFO,ATEBUBU -AMANTIN,1/1/2008,YAM,"9,010.00",15.2,"136,952.00",1366,,
BRONG AHAFO,PRU,1/1/2008,YAM,"12,910.00",15.3,"197,523.00",1366,,
BRONG AHAFO,TAIN,1/1/2008,YAM,"7,205.00",14.4,"103,752.00",1366,,
UPPER EAST,BUILSA,1/1/2008,MAIZE,"1,438.00",1.54,"2,214.52",902,,
UPPER EAST,KASINA-NANKANA,1/1/2008,MAIZE,"3,270.00",1.67,"5,460.90",902,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2008,MAIZE,"1,720.00",1.88,"3,233.60",902,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2008,MAIZE,"6,360.00",1.6,"10,176.00",902,,
UPPER EAST,BAWKU WEST,1/1/2008,MAIZE,"3,530.00",1.41,"4,977.30",902,,
UPPER EAST,BONGO,1/1/2008,MAIZE,68,1.32,89.76,902,,
UPPER EAST,GARU TEMPANE,1/1/2008,MAIZE,"3,613.00",1.6,"5,780.80",902,,
UPPER EAST,TALENSI NABDAM,1/1/2008,MAIZE,"3,764.00",1.68,"6,323.52",902,,
UPPER EAST,BUILSA,1/1/2008,RICE,"3,072.00",3.9,"11,980.80",902,,
UPPER EAST,KASINA-NANKANA,1/1/2008,RICE,"3,740.00",4.29,"16,044.60",902,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2008,RICE,"3,648.00",3.33,"12,147.84",902,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2008,RICE,"3,943.00",2.9,"11,434.70",902,,
UPPER EAST,BAWKU WEST,1/1/2008,RICE,"4,804.00",2.91,"13,979.64",902,,
UPPER EAST,BONGO,1/1/2008,RICE,"1,143.00",2.42,"2,766.06",902,,
UPPER EAST,GARU TEMPANE,1/1/2008,RICE,"3,190.00",2.62,"8,357.80",902,,
UPPER EAST,TALENSI NABDAM,1/1/2008,RICE,"3,394.00",2.86,"9,706.84",902,,
UPPER EAST,BUILSA,1/1/2008,SOYABEAN,417,1.02,425.34,902,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2008,SOYABEAN,5,1.12,5.6,902,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2008,SOYABEAN,"5,663.00",1.2,"6,795.60",902,,
UPPER EAST,BAWKU WEST,1/1/2008,SOYABEAN,"2,922.00",0.72,"2,103.84",902,,
UPPER EAST,GARU TEMPANE,1/1/2008,SOYABEAN,"3,646.00",0.84,"3,062.64",902,,
UPPER EAST,TALENSI NABDAM,1/1/2008,SOYABEAN,864,0.86,743.04,902,,
UPPER WEST,WA WEST,1/1/2008,MAIZE,"3,117.00",1.69,"5,267.73",1171,,
UPPER WEST,WA EAST,1/1/2008,MAIZE,"5,295.00",1.41,"7,465.95",1171,,
UPPER WEST,WA MUNICIPAL,1/1/2008,MAIZE,"4,764.00",1.44,"6,860.16",1171,,
UPPER WEST,LAWRA,1/1/2008,MAIZE,"3,149.00",0.63,"1,983.87",1171,,
UPPER WEST,SISSALA EAST,1/1/2008,MAIZE,"6,800.00",1.7,"11,560.00",1171,,
UPPER WEST,SISSALA WEST,1/1/2008,MAIZE,"4,800.00",1.69,"8,112.00",1171,,
UPPER WEST,JIRAPA-LAMBUSSIE,1/1/2008,MAIZE,"2,717.00",1.56,"4,238.52",1171,,
UPPER WEST,NADOWLI,1/1/2008,MAIZE,"7,796.00",1.25,"9,745.00",1171,,
UPPER WEST,WA WEST,1/1/2008,RICE,"1,456.00",2.31,"3,363.36",1171,,
UPPER WEST,WA EAST,1/1/2008,RICE,482,1.53,737.46,1171,,
UPPER WEST,WA MUNICIPAL,1/1/2008,RICE,364,1.55,564.2,1171,,
UPPER WEST,SISSALA EAST,1/1/2008,RICE,159,1.43,227.37,1171,,
UPPER WEST,SISSALA WEST,1/1/2008,RICE,224,1.05,235.2,1171,,
UPPER WEST,JIRAPA-LAMBUSSIE,1/1/2008,RICE,825,1.2,990,1171,,
UPPER WEST,NADOWLI,1/1/2008,RICE,235,0.95,223.25,1171,,
UPPER WEST,WA WEST,1/1/2008,YAM,"3,185.00",10.5,"33,442.50",1171,,
UPPER WEST,WA EAST,1/1/2008,YAM,"2,359.00",11.52,"27,175.68",1171,,
UPPER WEST,WA MUNICIPAL,1/1/2008,YAM,"2,529.00",24.12,"60,999.48",1171,,
UPPER WEST,SISSALA EAST,1/1/2008,YAM,"4,015.00",16.19,"65,002.85",1171,,
UPPER WEST,SISSALA WEST,1/1/2008,YAM,"2,457.00",15.81,"38,845.17",1171,,
UPPER WEST,JIRAPA-LAMBUSSIE,1/1/2008,YAM,917,12.33,"11,306.61",1171,,
UPPER WEST,NADOWLI,1/1/2008,YAM,"4,970.00",14.6,"72,562.00",1171,,
UPPER WEST,WA WEST,1/1/2008,SOYABEAN,"4,147.00",0.85,"3,524.95",1171,,
UPPER WEST,WA EAST,1/1/2008,SOYABEAN,"4,115.00",0.95,"3,909.25",1171,,
UPPER WEST,WA MUNICIPAL,1/1/2008,SOYABEAN,"4,211.00",0.95,"4,000.45",1171,,
UPPER WEST,LAWRA,1/1/2008,SOYABEAN,165,0.89,146.85,1171,,
UPPER WEST,SISSALA EAST,1/1/2008,SOYABEAN,148,0.98,145.04,1171,,
UPPER WEST,SISSALA WEST,1/1/2008,SOYABEAN,158,0.8,126.4,1171,,
UPPER WEST,JIRAPA-LAMBUSSIE,1/1/2008,SOYABEAN,255,0.78,198.9,1171,,
UPPER WEST,NADOWLI,1/1/2008,SOYABEAN,684,1.1,752.4,1171,,
WESTERN,SHAMA AHANTA EAST,1/1/2008,COCOYAM,66,3.9,257.4,1518,,
WESTERN,WEST AHANTA,1/1/2008,COCOYAM,194,4.41,855.54,1518,,
WESTERN,MPORHOR WASSA EAST,1/1/2008,COCOYAM,"1,568.00",4.62,"7,244.16",1518,,
WESTERN,WASSA WEST,1/1/2008,COCOYAM,622,4.84,"3,010.48",1518,,
WESTERN,EAST NZEMA,1/1/2008,COCOYAM,131,4.38,573.78,1518,,
WESTERN,JOMORO,1/1/2008,COCOYAM,99,3.5,346.5,1518,,
WESTERN,AMENFI EAST,1/1/2008,COCOYAM,"1,283.00",5.89,"7,556.87",1518,,
WESTERN,AMENFI  WEST (WASSA AMENFI),1/1/2008,COCOYAM,990,6,"5,940.00",1518,,
WESTERN,AOWIN -SUAMAN,1/1/2008,COCOYAM,"6,103.00",6,"36,618.00",1518,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2008,COCOYAM,"8,027.00",5.9,"47,359.30",1518,,
WESTERN,SEFWI-WIAWSO,1/1/2008,COCOYAM,"11,025.00",6.2,"68,355.00",1518,,
WESTERN,BIA,1/1/2008,COCOYAM,"5,108.00",6.39,"32,640.12",1518,,
WESTERN,JUABESO,1/1/2008,COCOYAM,"6,712.00",6.4,"42,956.80",1518,,
WESTERN,SHAMA AHANTA EAST,1/1/2008,PLANTAIN,306,9.1,"2,784.60",1518,,
WESTERN,WEST AHANTA,1/1/2008,PLANTAIN,308,5.9,"1,817.20",1518,,
WESTERN,MPORHOR WASSA EAST,1/1/2008,PLANTAIN,"1,722.00",9.1,"15,670.20",1518,,
WESTERN,WASSA WEST,1/1/2008,PLANTAIN,"1,217.00",7.3,"8,884.10",1518,,
WESTERN,EAST NZEMA,1/1/2008,PLANTAIN,326,10,"3,260.00",1518,,
WESTERN,JOMORO,1/1/2008,PLANTAIN,309,10.5,"3,244.50",1518,,
WESTERN,AMENFI EAST,1/1/2008,PLANTAIN,"4,913.00",10.6,"52,077.80",1518,,
WESTERN,AMENFI  WEST (WASSA AMENFI),1/1/2008,PLANTAIN,"4,690.00",9.9,"46,431.00",1518,,
WESTERN,AOWIN -SUAMAN,1/1/2008,PLANTAIN,"8,376.00",10.6,"88,785.60",1518,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2008,PLANTAIN,"9,340.00",10.2,"95,268.00",1518,,
WESTERN,SEFWI-WIAWSO,1/1/2008,PLANTAIN,"11,391.00",9.6,"109,353.60",1518,,
WESTERN,BIA,1/1/2008,PLANTAIN,"6,350.00",9.8,"62,230.00",1518,,
WESTERN,JUABESO,1/1/2008,PLANTAIN,"6,967.00",9.8,"68,276.60",1518,,
CENTRAL,UPPER DENKYIRA,1/1/2008,COCOYAM,"5,606.70",7.22,"40,502.80",1361,,
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1/1/2008,COCOYAM,"2,035.00",0.2,407,1361,,
CENTRAL,ASSIN SOUTH,1/1/2008,COCOYAM,"1,320.00",4.4,"5,808.00",1361,,
CENTRAL,ASSIN NORTH,1/1/2008,COCOYAM,"2,211.00",4.62,"10,214.82",1361,,
CENTRAL,ABURA-ASEBU-KWAMANKESE,1/1/2008,COCOYAM,825,4.52,"3,724.88",1361,,
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1/1/2008,COCOYAM,16.5,4.3,70.95,1361,,
CENTRAL,AJUMAKO-ENYAN-ESIAM,1/1/2008,COCOYAM,"1,320.00",5,"6,600.00",1361,,
CENTRAL,CAPE COAST,1/1/2008,COCOYAM,544,4.25,"2,312.00",1361,,
CENTRAL,AGONA,1/1/2008,COCOYAM,"3,052.50",7.25,"22,130.63",1361,,
CENTRAL,UPPER DENKYIRA,1/1/2008,PLANTAIN,"5,800.30",9.11,"52,858.13",1361,,
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1/1/2008,PLANTAIN,"1,820.50",12.1,"22,028.05",1361,,
CENTRAL,ASSIN SOUTH,1/1/2008,PLANTAIN,"1,360.00",8.7,"11,832.00",1361,,
CENTRAL,ASSIN NORTH,1/1/2008,PLANTAIN,"1,716.00",6.09,"10,450.44",1361,,
CENTRAL,ABURA-ASEBU-KWAMANKESE,1/1/2008,PLANTAIN,"1,111.00",5.36,"5,949.41",1361,,
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1/1/2008,PLANTAIN,347.6,8.5,"2,954.60",1361,,
CENTRAL,MFANTSIMAN,1/1/2008,PLANTAIN,302.45,4.12,"1,246.09",1361,,
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,1/1/2008,PLANTAIN,443.3,5.8,"2,571.14",1361,,
CENTRAL,AJUMAKO-ENYAN-ESIAM,1/1/2008,PLANTAIN,478.5,10.81,"5,172.59",1361,,
CENTRAL,GOMOA,1/1/2008,PLANTAIN,57,7.2,410.4,1361,,
CENTRAL,CAPE COAST,1/1/2008,PLANTAIN,137,7.4,"1,013.80",1361,,
CENTRAL,AGONA,1/1/2008,PLANTAIN,"2,917.20",14.18,"41,351.31",1361,,
EASTERN,BIRIM SOUTH,1/1/2008,COCOYAM,"7,000.00",10,"70,000.00",1454,,
EASTERN,WEST AKIM,1/1/2008,COCOYAM,"7,800.00",7.5,"58,500.00",1454,,
EASTERN,SUHUM KRABOA COALTAR,1/1/2008,COCOYAM,"2,200.00",10.2,"22,440.00",1454,,
EASTERN,AKUAPIM SOUTH,1/1/2008,COCOYAM,900,5,"4,500.00",1454,,
EASTERN,AKUAPIM NORTH,1/1/2008,COCOYAM,990,9.4,"9,306.00",1454,,
EASTERN,NEW JUABEN,1/1/2008,COCOYAM,920,7.4,"6,808.00",1454,,
EASTERN,YILO KROBO,1/1/2008,COCOYAM,"1,100.00",6.9,"7,590.00",1454,,
EASTERN,EAST AKIM,1/1/2008,COCOYAM,"2,200.00",10,"22,000.00",1454,,
EASTERN,ATIWA,1/1/2008,COCOYAM,"5,612.00",7.7,"43,212.40",1454,,
EASTERN,KWAEBIBIREM,1/1/2008,COCOYAM,"5,600.00",8.6,"48,160.00",1454,,
EASTERN,BIRIM NORTH,1/1/2008,COCOYAM,"2,100.00",7.8,"16,380.00",1454,,
EASTERN,KWAHU WEST,1/1/2008,COCOYAM,"1,056.00",7,"7,392.00",1454,,
EASTERN,KWAHU WEST,1/1/2008,COCOYAM,"1,300.00",7.5,"9,750.00",1454,,
EASTERN,FANTEAKWA,1/1/2008,COCOYAM,"9,200.00",8,"73,600.00",1454,,
EASTERN,AFRAM PLAINS,1/1/2008,COCOYAM,500,5,"2,500.00",1454,,
EASTERN,ASUOGYAMAN,1/1/2008,COCOYAM,450,7.7,"3,465.00",1454,,
EASTERN,MANYA KROBO,1/1/2008,COCOYAM,400,8,"3,200.00",1454,,
EASTERN,BIRIM SOUTH,1/1/2008,PLANTAIN,"9,400.00",10,"94,000.00",1454,,
EASTERN,WEST AKIM,1/1/2008,PLANTAIN,"9,013.00",7.9,"71,202.70",1454,,
EASTERN,SUHUM KRABOA COALTAR,1/1/2008,PLANTAIN,"10,100.00",9.3,"93,930.00",1454,,
EASTERN,AKUAPIM SOUTH,1/1/2008,PLANTAIN,"2,100.00",10,"21,000.00",1454,,
EASTERN,AKUAPIM NORTH,1/1/2008,PLANTAIN,"1,500.00",9.6,"14,400.00",1454,,
EASTERN,NEW JUABEN,1/1/2008,PLANTAIN,743,10.6,"7,875.80",1454,,
EASTERN,YILO KROBO,1/1/2008,PLANTAIN,700,8.9,"6,230.00",1454,,
EASTERN,EAST AKIM,1/1/2008,PLANTAIN,"3,800.00",10,"38,000.00",1454,,
EASTERN,ATIWA,1/1/2008,PLANTAIN,"6,947.00",9.4,"65,301.80",1454,,
EASTERN,KWAEBIBIREM,1/1/2008,PLANTAIN,"6,500.00",10.6,"68,900.00",1454,,
EASTERN,BIRIM NORTH,1/1/2008,PLANTAIN,"6,000.00",10.8,"64,800.00",1454,,
EASTERN,KWAHU WEST,1/1/2008,PLANTAIN,"2,100.00",10.4,"21,840.00",1454,,
EASTERN,KWAHU WEST,1/1/2008,PLANTAIN,"4,500.00",8.3,"37,350.00",1454,,
EASTERN,FANTEAKWA,1/1/2008,PLANTAIN,"13,400.00",10,"134,000.00",1454,,
EASTERN,AFRAM PLAINS,1/1/2008,PLANTAIN,700,8,"5,600.00",1454,,
EASTERN,ASUOGYAMAN,1/1/2008,PLANTAIN,"1,453.00",9.6,"13,948.80",1454,,
EASTERN,MANYA KROBO,1/1/2008,PLANTAIN,700,9,"6,300.00",1454,,
VOLTA,NORTH DAYI (KPANDO),1/1/2008,COCOYAM,95,5.5,522.5,1436,,
VOLTA,SOUTH DAYI,1/1/2008,COCOYAM,110,4.5,495,1436,,
VOLTA,HOHOE MUNICIPAL,1/1/2008,COCOYAM,250,3,750,1436,,
VOLTA,JASIKAN,1/1/2008,COCOYAM,"2,030.00",9.5,"19,285.00",1436,,
VOLTA,KADJEBI,1/1/2008,COCOYAM,"2,205.00",7,"15,435.00",1436,,
VOLTA,NKWANTA,1/1/2008,COCOYAM,831,5,"4,155.00",1436,,
VOLTA,KRACHI WEST,1/1/2008,COCOYAM,70,3,210,1436,,
VOLTA,KRACHI EAST,1/1/2008,COCOYAM,100,4,400,1436,,
VOLTA,HO MUNICIPAL,1/1/2008,COCOYAM,440,3.5,"1,540.00",1436,,
VOLTA,ADAKLU ANYIGBE,1/1/2008,COCOYAM,20,4.5,90,1436,,
VOLTA,NORTH DAYI (KPANDO),1/1/2008,PLANTAIN,193,5.6,"1,080.80",1436,,
VOLTA,SOUTH DAYI,1/1/2008,PLANTAIN,150,6,900,1436,,
VOLTA,HOHOE MUNICIPAL,1/1/2008,PLANTAIN,806,5.5,"4,433.00",1436,,
VOLTA,JASIKAN,1/1/2008,PLANTAIN,"3,350.00",8.5,"28,475.00",1436,,
VOLTA,KADJEBI,1/1/2008,PLANTAIN,"2,426.00",6.9,"16,739.40",1436,,
VOLTA,NKWANTA,1/1/2008,PLANTAIN,500,7,"3,500.00",1436,,
VOLTA,KRACHI WEST,1/1/2008,PLANTAIN,120,5.6,672,1436,,
VOLTA,KRACHI EAST,1/1/2008,PLANTAIN,200,5,"1,000.00",1436,,
VOLTA,HO MUNICIPAL,1/1/2008,PLANTAIN,268,9.55,"2,559.40",1436,,
VOLTA,ADAKLU ANYIGBE,1/1/2008,PLANTAIN,15,5.14,77.1,1436,,
VOLTA,NKWANTA,1/1/2008,SORGHUM,600,1.4,840,1436,,
VOLTA,KRACHI WEST,1/1/2008,SORGHUM,"2,500.00",1.1,"2,750.00",1436,,
VOLTA,KRACHI EAST,1/1/2008,SORGHUM,"1,220.00",1.1,"1,342.00",1436,,
ASHANTI,BEKWAI MUNI (AMANSIE EAST),1/1/2008,COCOYAM,"9,580.00",5.67,"54,318.60",1412,,
ASHANTI,AMANSIE CENTRAL,1/1/2008,COCOYAM,"2,060.00",7.73,"15,923.80",1412,,
ASHANTI,AMANSIE WEST,1/1/2008,COCOYAM,"1,485.00",7.45,"11,063.25",1412,,
ASHANTI,EJURA SEKYEREDUMASE,1/1/2008,COCOYAM,85,4.61,391.85,1412,,
ASHANTI,SEKYERE WEST ,1/1/2008,COCOYAM,"2,720.00",6.74,"18,332.80",1412,,
ASHANTI,SEKYERE EAST,1/1/2008,COCOYAM,"4,415.00",6.8,"30,022.00",1412,,
ASHANTI,AFIGYA SEKYERE,1/1/2008,COCOYAM,"4,650.00",6.9,"32,085.00",1412,,
ASHANTI,AHAFO ANO NORTH,1/1/2008,COCOYAM,"2,860.00",7,"20,020.00",1412,,
ASHANTI,AHAFO ANO SOUTH,1/1/2008,COCOYAM,"11,850.00",6.9,"81,765.00",1412,,
ASHANTI,ATWIMA MPONUA,1/1/2008,COCOYAM,"7,565.00",5.79,"43,801.35",1412,,
ASHANTI,ATWIMA NWABIAGYA,1/1/2008,COCOYAM,"6,545.00",5.77,"37,764.65",1412,,
ASHANTI,EJUSU JUABEN,1/1/2008,COCOYAM,"2,988.00",6.95,"20,766.60",1412,,
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,1/1/2008,COCOYAM,"1,284.00",7.11,"9,129.24",1412,,
ASHANTI,KWABRE ,1/1/2008,COCOYAM,"3,756.00",6.73,"25,277.88",1412,,
ASHANTI,OFFINSO,1/1/2008,COCOYAM,"1,961.00",5.97,"11,707.17",1412,,
ASHANTI,ADANSI NORTH,1/1/2008,COCOYAM,"1,402.00",5.73,"8,033.46",1412,,
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),1/1/2008,COCOYAM,658,6.39,"4,204.62",1412,,
ASHANTI,ADANSI  SOUTH,1/1/2008,COCOYAM,"3,117.00",6.82,"21,257.94",1412,,
ASHANTI,ASANTE AKIM NORTH,1/1/2008,COCOYAM,"1,756.00",7.53,"13,222.68",1412,,
ASHANTI,ASANTE AKIM SOUTH,1/1/2008,COCOYAM,"11,616.00",5.15,"59,822.40",1412,,
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,1/1/2008,COCOYAM,18,5.77,103.86,1412,,
ASHANTI,BEKWAI MUNI (AMANSIE EAST),1/1/2008,PLANTAIN,"6,450.00",9.93,"64,048.50",1412,,
ASHANTI,AMANSIE CENTRAL,1/1/2008,PLANTAIN,"4,300.00",8.88,"38,184.00",1412,,
